code;name;province_id;url
131000;Sekadau;13;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/131000/1
131100;Melawi;13;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/131100/1
131200;Kayong Utara;13;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/131200/1
131300;Kuburaya;13;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/131300/1
136000;Pontianak;13;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/136000/1
136100;Singkawang;13;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/136100/1
140100;Kapuas;14;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/140100/1
140200;Barito Selatan;14;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/140200/1
140300;Barito Utara;14;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/140300/1
140400;Kotawaringin Timur;14;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/140400/1
140500;Kotawaringin Barat;14;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/140500/1
140600;Katingan;14;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/140600/1
140700;Seruyan;14;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/140700/1
140800;Sukamara;14;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/140800/1
140900;Lamandau;14;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/140900/1
141000;Gunung Mas;14;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/141000/1
141100;Pulang Pisau;14;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/141100/1
141200;Murung Raya;14;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/141200/1
141300;Barito Timur;14;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/141300/1
146000;Palangka Raya;14;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/146000/1
150100;Banjar;15;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/150100/1
150200;Tanah Laut;15;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/150200/1
150300;Barito Kuala;15;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/150300/1
150400;Tapin;15;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/150400/1
150500;Hulu Sungai Selatan;15;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/150500/1
150600;Hulu Sungai Tengah;15;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/150600/1
150700;Hulu Sungai Utara;15;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/150700/1
150800;Tabalong;15;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/150800/1
150900;Kotabaru;15;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/150900/1
151000;Balangan;15;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/151000/1
151100;Tanah Bumbu;15;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/151100/1
156000;Banjarmasin;15;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/156000/1
156100;Banjarbaru;15;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/156100/1
160100;Paser;16;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/160100/1
160200;Kutai Kartanegara;16;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/160200/1
160300;Berau;16;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/160300/1
160900;Kutai Barat;16;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/160900/1
161000;Kutai Timur;16;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/161000/1
161100;Penajam Paser Utara;16;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/161100/1
161200;Mahakam Ulu;16;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/161200/1
166000;Samarinda;16;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/166000/1
166100;Balikpapan;16;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/166100/1
166300;Bontang;16;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/166300/1
170100;Bolaang Mongondow;17;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/170100/1
170200;Minahasa;17;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/170200/1
170300;Kep. Sangihe;17;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/170300/1
